	seqid	db	taxid	lineage
UniRef100_A0A7T8V3V7	A0A7T8V3V7	uniprot		
UniRef100_A0A4Y8YRF7	A0A4Y8YRF7	uniprot	2559614	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Rhodococcus;unclassified Rhodococcus
UniRef100_U2TEY8	U2TEY8	uniprot	1321781	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;unclassified Mitsuokella;Mitsuokella sp. oral taxon 131
UniRef100_B6WXX1	B6WXX1	uniprot	411464	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio piger
UniRef100_A0A2K3CU24	A0A2K3CU24	uniprot	3055	cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas
UniRef100_A0A267MLH6	A0A267MLH6	uniprot	1478221	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anaeromicrobium
UniRef100_A0A1G1D784	A0A1G1D784	uniprot	1801683	cellular organisms;Bacteria;Nitrospinae/Tectomicrobia group;Nitrospinae;unclassified Nitrospinae
UniRef100_A0A1G1H065	A0A1G1H065	uniprot	1801709	cellular organisms;Bacteria;Nitrospirae;unclassified Nitrospirae
UniRef100_A0A2R5FHR6	A0A2R5FHR6	uniprot	2005467	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc commune
UniRef100_A0A1U6JBY4	A0A1U6JBY4	uniprot	1351755	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium chauvoei
UniRef100_A0A386PBU2	A0A386PBU2	uniprot	1504	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
UniRef100_A0A6I1MSA5	A0A6I1MSA5	uniprot	39493	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
UniRef100_K0AXW6	K0AXW6	uniprot	1128398	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Gottschalkiaceae;Gottschalkia;Clostridium acidurici
UniRef100_A0A833HL98	A0A833HL98	uniprot	1482731	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Alkaliphilus
UniRef100_A0A4R4TZU4	A0A4R4TZU4	uniprot	2530365	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Actinomadura;unclassified Actinomadura
UniRef100_A0A3C0ZSF9	A0A3C0ZSF9	uniprot	2053610	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Sarcina;unclassified Sarcina
UniRef100_A0A3D2HZS3	A0A3D2HZS3	uniprot	1898207	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;unclassified Eubacteriales
UniRef100_A0A3D4G4J5	A0A3D4G4J5	uniprot	1945593	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;unclassified Oscillibacter
UniRef100_A0A3D2YH28	A0A3D2YH28	uniprot	1945593	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;unclassified Oscillibacter
UniRef100_A0A3D3CL28	A0A3D3CL28	uniprot	2053624	cellular organisms;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unclassified Synergistaceae
UniRef100_A0A5C4J6N5	A0A5C4J6N5	uniprot	2508997	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Actinomadura
UniRef100_D3MS73	D3MS73	uniprot	596329	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus anaerobius
UniRef100_A0A1Y0RQA0	A0A1Y0RQA0	uniprot	1940762	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;unclassified Nostocales
UniRef100_A0A2H2Y2L1	A0A2H2Y2L1	uniprot	2005469	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A3N5THP5	A0A3N5THP5	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A252CRI1	A0A252CRI1	uniprot	1932621	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A3S1CFH9	A0A3S1CFH9	uniprot	232991	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Dulcicalothrix;Dulcicalothrix desertica
UniRef100_A0A856MR01	A0A856MR01	uniprot	415709	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Brasilonema;Brasilonema sennae
UniRef100_A0A0R2NTP6	A0A0R2NTP6	uniprot	1413187	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus fabifermentans
UniRef100_A0A291INB3	A0A291INB3	uniprot	702114	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
UniRef100_A0A1V2LVR7	A0A1V2LVR7	uniprot	1710701	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Epulopiscium;unclassified Epulopiscium
UniRef100_U2SKL7	U2SKL7	uniprot	1321779	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;unclassified Leptotrichia;Leptotrichia sp. oral taxon 215
UniRef100_A0A1Z4SGK5	A0A1Z4SGK5	uniprot	2005458	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A1R1S967	A0A1R1S967	uniprot	1331668	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sparsogenes
UniRef100_A0A3N9V6V7	A0A3N9V6V7	uniprot	1450148	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Micromonospora
UniRef100_A0A4Y3VV98	A0A4Y3VV98	uniprot	284043	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A415CIM7	A0A415CIM7	uniprot	2292075	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;unclassified Sutterella
UniRef100_A0A2L1GM80	A0A2L1GM80	uniprot	1986146	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus
UniRef100_A0A1Z4RGL5	A0A1Z4RGL5	uniprot	2005461	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A851IP42	A0A851IP42	uniprot	712365	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;unclassified Leptotrichia
UniRef100_A0A1S9C1W5	A0A1S9C1W5	uniprot	1764959	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Epulopiscium;unclassified Epulopiscium
UniRef100_A0A499UNT7	A0A499UNT7	uniprot	68175	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A7X7GXE3	A0A7X7GXE3	uniprot	2026763	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;unclassified Myxococcales
UniRef100_A0A5R9F7E4	A0A5R9F7E4	uniprot	2580423	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A0L0JGQ7	A0A0L0JGQ7	uniprot	42234	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A538ECB3	A0A538ECB3	uniprot	1883427	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;unclassified Actinomycetia
UniRef100_A0A543J647	A0A543J647	uniprot	571190	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix
UniRef100_A0A839DV49	A0A839DV49	uniprot	1000566	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Halosaccharopolyspora
UniRef100_A0A351KX87	A0A351KX87	uniprot	2055770	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;unclassified Cyanobacteria
UniRef100_A0A1D2PDK5	A0A1D2PDK5	uniprot		
UniRef100_K9Q7B0	K9Q7B0	uniprot	317936	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A3M8TUX2	A0A3M8TUX2	uniprot	2486417	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A4P7UGU1	A0A4P7UGU1	uniprot	876	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A6L5XJC0	A0A6L5XJC0	uniprot	2605782	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A431PJA2	A0A431PJA2	uniprot	1909294	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;unclassified Hyphomicrobiales
UniRef100_A0A7W0Z4C5	A0A7W0Z4C5	uniprot	2448782	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;unclassified Chloroflexia
UniRef100_A0A2N6K2S3	A0A2N6K2S3	uniprot	2019572	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella muscicola
UniRef100_A0A5P8PXG9	A0A5P8PXG9	uniprot	267363	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
UniRef100_A0A2N8THP2	A0A2N8THP2	uniprot	2070367	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces
UniRef100_A0A0A0N778	A0A0A0N778	uniprot	1343740	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger group;Streptomyces rapamycinicus
UniRef100_M1R706	M1R706	uniprot	547144	cellular organisms;Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Hydrogenobaculum;unclassified Hydrogenobaculum
UniRef100_A0A367QH07	A0A367QH07	uniprot	1844469	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc minutum
UniRef100_I4C5Q5	I4C5Q5	uniprot	706587	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophales;Syntrophaceae;Desulfomonile;Desulfomonile tiedjei
UniRef100_B8ETB9	B8ETB9	uniprot	395965	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella silvestris
UniRef100_A0A2S8NG53	A0A2S8NG53	uniprot	2099694	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;unclassified Mycobacterium
UniRef100_B2ICQ2	B2ICQ2	uniprot	395963	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia indica;Beijerinckia indica subsp. indica
UniRef100_A0A1V3XU82	A0A1V3XU82	uniprot	1768	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_A0A7W8FDY5	A0A7W8FDY5	uniprot	58621	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A1Z4G1J0	A0A1Z4G1J0	uniprot	1954171	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A660DZS9	A0A660DZS9	uniprot	1296538	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
UniRef100_A0A2H2Y967	A0A2H2Y967	uniprot	2005469	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_Q8YWA0	Q8YWA0	uniprot	103690	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A534QR19	A0A534QR19	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A1Q7W7J8	A0A1Q7W7J8	uniprot	1805101	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;unclassified Cyanobacteria
UniRef100_A0A2P2FKV9	A0A2P2FKV9	uniprot	1460371	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis lurida
UniRef100_A0A0C1NBA0	A0A0C1NBA0	uniprot	1479485	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;Tolypothrix bouteillei
UniRef100_A0A1Z4TLH5	A0A1Z4TLH5	uniprot	2005456	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;unclassified Fischerella
UniRef100_A0A252CRG6	A0A252CRG6	uniprot	1932621	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A2I8A387	A0A2I8A387	uniprot	1869241	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A2N6KF32	A0A2N6KF32	uniprot	2019662	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella thermalis
UniRef100_A0A3S1IWR7	A0A3S1IWR7	uniprot	232991	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Dulcicalothrix;Dulcicalothrix desertica
UniRef100_A0A433NH73	A0A433NH73	uniprot	211165	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Chlorogloeopsidaceae;Chlorogloeopsis;Chlorogloeopsis fritschii
UniRef100_A0A6G9SDU0	A0A6G9SDU0	uniprot	2099387	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;unclassified Tolypothrix
UniRef100_A0A844MAQ5	A0A844MAQ5	uniprot	2304196	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Scytonema;unclassified Scytonema
UniRef100_A0A846H869	A0A846H869	uniprot	1304833	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Hassalia;Hassallia byssoidea
UniRef100_A0A856MGD8	A0A856MGD8	uniprot	415709	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Brasilonema;Brasilonema sennae
UniRef100_K9QRX6	K9QRX6	uniprot	28072	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_B8J1N9	B8J1N9	uniprot	525146	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio desulfuricans
UniRef100_Q8YVH3	Q8YVH3	uniprot	103690	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_X8BLG9	X8BLG9	uniprot	1299333	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium xenopi
UniRef100_G8AXA8	G8AXA8	uniprot	1064539	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
UniRef100_A0A6G9SA77	A0A6G9SA77	uniprot	2099387	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;unclassified Tolypothrix
UniRef100_A0A1X2LUD1	A0A1X2LUD1	uniprot	1430326	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_A0A0F5N0P7	A0A0F5N0P7	uniprot	342002	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacter
UniRef100_A0A1A3TGW4	A0A1A3TGW4	uniprot		
UniRef100_A0A1A6BM39	A0A1A6BM39	uniprot	1778	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_A0A1X1VXP7	A0A1X1VXP7	uniprot	1777	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_A0A1X1YR34	A0A1X1YR34	uniprot	1108812	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacter
UniRef100_A0A375Z1L1	A0A375Z1L1	uniprot	29313	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_A0A498Q6V9	A0A498Q6V9	uniprot	2341083	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_A0A7I7MP94	A0A7I7MP94	uniprot	398694	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium
UniRef100_B2HN91	B2HN91	uniprot	216594	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans group;Mycobacterium marinum
UniRef100_H8IWM7	H8IWM7	uniprot	487521	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium intracellulare
UniRef100_A0A5B1BLP8	A0A5B1BLP8	uniprot	1784	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium simiae complex
UniRef100_X7YI03	X7YI03	uniprot	1299334	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium xenopi
UniRef100_A0A327JJQ2	A0A327JJQ2	uniprot	34017	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhodobiaceae;Rhodobium
UniRef100_I3CBI2	I3CBI2	uniprot	395493	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa;Beggiatoa alba
UniRef100_A0A1Z4GNT8	A0A1Z4GNT8	uniprot	1085406	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Aphanizomenonaceae;Anabaenopsis;Anabaenopsis circularis
UniRef100_A0A1D2SJF3	A0A1D2SJF3	uniprot	1660104	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;unclassified Lautropia
UniRef100_E6MFM3	E6MFM3	uniprot	887929	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Pseudoramibacter;Pseudoramibacter alactolyticus
UniRef100_A0A1Q4RFD9	A0A1Q4RFD9	uniprot	1137096	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A1V4EJI1	A0A1V4EJI1	uniprot	1652100	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Microbispora;unclassified Microbispora
UniRef100_A0A7W3RAG1	A0A7W3RAG1	uniprot	1411118	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Thermomonospora
UniRef100_A0A7Y0KI23	A0A7Y0KI23	uniprot	2729387	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;unclassified Actinomycetospora
UniRef100_A0A120D213	A0A120D213	uniprot		
